,scoped_accuracy_best_in_game,self_healing,self_healing_most_in_game,enemies_slept,nano_boost_assists,unscoped_accuracy_best_in_game,enemies_slept_most_in_game,nano_boost_assists_most_in_game,biotic_grenade_kills,damage_amplified,damage_amplified_most_in_game,healing_amplified,healing_amplified_most_in_game,self_healing_avg_per_10_min,damage_amplified_avg_per_10_min,scoped_accuracy,healing_amplified_avg_per_10_min,biotic_grenade_kills_avg_per_10_min,unscoped_accuracy,nano_boost_assists_avg_per_10_min,enemies_slept_avg_per_10_min,melee_final_blows_avg_per_10_min,objective_time_avg_per_10_min,all_damage_done_avg_per_10_min,final_blows_avg_per_10_min,eliminations_per_life,objective_kills_avg_per_10_min,obj_contest_time_avg_per_10_min,solo_kills_avg_per_10_min,deaths_avg_per_10_min,hero_damage_done_avg_per_10_min,healing_done_avg_per_10_min,eliminations_avg_per_10_min,assists_avg_per_10_min,rank,biotic_grenade_kill,nano_boost_assist,nano_boost_assist_most_in_game,enemy_slept,enemy_slept_most_in_game,elimination_per_life
426,69.0,3389.0,594.0,48.0,33.0,76,6.0,5.0,64.0,5245.0,720.0,4271.0,696.0,318.0,493.0,63.0,401.0,6.01,58,3.1,4.51,,23.0,3547,2.35,2.25,4.51,7.0,0.38,4.89,3114.0,9174,11.0,14.38,mas,,,,,,
427,69.0,3224.0,1065.0,63.0,26.0,63,27.0,6.0,44.0,3685.0,868.0,4000.0,1782.0,432.0,494.0,63.0,536.0,5.9,54,3.48,8.44,,49.0,4928,2.95,2.44,4.15,19.0,0.27,5.49,3996.0,9355,13.4,18.63,mas,,,,,,
428,54.0,1192.0,494.0,19.0,12.0,63,8.0,8.0,13.0,1908.0,849.0,678.0,242.0,392.0,628.0,53.0,223.0,4.28,47,3.95,6.26,,33.0,4257,2.31,1.48,3.95,25.0,,7.57,3148.0,6926,11.2,13.5,mas,,,,,,
429,68.0,4394.0,876.0,69.0,51.0,80,10.0,9.0,61.0,7101.0,976.0,4856.0,861.0,301.0,486.0,59.0,332.0,4.17,53,3.49,4.72,0.14,76.0,3371,2.6,1.63,4.1,25.0,0.14,6.22,2693.0,7465,10.12,14.09,mas,,,,,,
430,55.0,526.0,284.0,9.0,,60,7.0,,8.0,736.0,394.0,335.0,207.0,291.0,408.0,56.0,185.0,4.43,50,0.55,4.99,,16.0,3995,1.11,0.86,2.77,3.0,,7.76,2825.0,7560,6.65,12.75,mas,,1.0,1.0,,,
431,67.0,4463.0,704.0,70.0,75.0,57,15.0,11.0,69.0,,,7795.0,1563.0,309.0,,58.0,540.0,4.78,52,5.2,4.85,0.21,45.0,3072,1.46,1.76,4.85,,0.07,5.75,1622.0,9815,10.12,,mas,,,,,,
432,67.0,1636.0,461.0,27.0,6.0,67,9.0,3.0,23.0,2063.0,977.0,1953.0,589.0,410.0,517.0,54.0,489.0,5.76,54,1.5,6.76,,16.0,4754,4.51,2.28,4.76,15.0,0.5,6.26,3891.0,8304,14.28,13.28,mas,,,,,,
433,63.0,1128.0,576.0,14.0,3.0,61,9.0,3.0,11.0,1356.0,647.0,639.0,424.0,333.0,400.0,60.0,189.0,3.25,55,0.89,4.14,0.3,38.0,3069,2.07,,1.18,2.0,0.3,6.79,2113.0,10270,6.79,10.34,mas,,,,,,1.0
434,66.0,4661.0,713.0,106.0,48.0,74,13.0,6.0,105.0,8513.0,992.0,6333.0,1078.0,285.0,520.0,57.0,387.0,6.41,53,2.93,6.47,0.06,101.0,3550,2.56,1.99,4.58,23.0,0.31,5.43,2782.0,9766,10.81,14.47,mas,,,,,,
435,71.0,669.0,292.0,16.0,5.0,56,9.0,3.0,27.0,1356.0,623.0,547.0,424.0,229.0,464.0,64.0,187.0,9.25,51,1.71,5.48,,55.0,5203,4.11,4.18,5.48,8.0,0.68,3.77,4388.0,8629,15.75,14.72,mas,,,,,,
436,68.0,9248.0,690.0,211.0,103.0,74,16.0,9.0,137.0,17824.0,1511.0,14495.0,1096.0,287.0,554.0,59.0,451.0,4.26,57,3.2,6.56,0.09,46.0,3117,2.08,1.82,3.54,15.0,0.12,5.1,2673.0,9663,9.29,14.33,mas,,,,,,
437,70.0,3825.0,809.0,48.0,42.0,63,9.0,8.0,61.0,6424.0,1222.0,3853.0,1076.0,387.0,650.0,61.0,390.0,6.17,51,4.25,4.85,0.2,63.0,3164,2.83,1.87,4.45,28.0,0.2,6.07,2707.0,8979,11.33,14.87,mas,,,,,,
438,43.0,,,,,47,,,,156.0,156.0,30.0,30.0,,604.0,43.0,116.0,3.87,47,3.87,,,64.0,2770,3.87,,3.87,,,,2770.0,8946,7.74,3.87,mas,1.0,1.0,1.0,,,
439,67.0,720.0,491.0,6.0,7.0,61,4.0,4.0,6.0,,,629.0,488.0,410.0,,65.0,358.0,3.42,59,3.98,3.42,,11.0,3835,2.28,2.25,5.69,,,4.55,1947.0,10234,10.25,,mas,,,,,,
440,93.0,2623.0,771.0,24.0,11.0,72,9.0,4.0,,,,,,595.0,,82.0,,,68,2.49,5.44,0.45,100.0,2383,0.91,1.3,4.76,,0.23,8.39,,8300,10.88,,gm,,,,,,
441,100.0,2570.0,444.0,37.0,11.0,63,8.0,4.0,39.0,3320.0,896.0,3131.0,620.0,346.0,447.0,59.0,421.0,5.25,56,1.48,4.98,,56.0,3402,2.42,1.53,3.5,11.0,0.4,6.59,3052.0,9607,10.09,13.05,gm,,,,,,
442,100.0,6465.0,690.0,129.0,50.0,75,15.0,9.0,115.0,8483.0,1081.0,8508.0,1110.0,342.0,448.0,64.0,450.0,6.08,58,2.64,6.82,0.05,62.0,3157,2.33,1.28,3.91,15.0,0.16,7.3,2851.0,9274,9.36,13.59,gm,,,,,,
443,100.0,20496.0,1164.0,221.0,172.0,68,15.0,15.0,184.0,,,21255.0,1484.0,449.0,,66.0,466.0,4.03,55,3.77,4.84,0.18,59.0,3665,1.8,1.69,3.55,,0.07,5.52,2407.0,9878,9.31,,gm,,,,,,
444,66.0,895.0,476.0,11.0,11.0,67,7.0,6.0,12.0,,,,,305.0,,65.0,,4.08,63,3.74,3.74,,39.0,2246,1.36,1.44,3.06,,,5.44,1523.0,7941,7.83,,gm,,,,,,
445,78.0,7889.0,780.0,119.0,92.0,74,11.0,8.0,130.0,15131.0,1341.0,11815.0,994.0,266.0,509.0,69.0,398.0,4.38,60,3.1,4.01,0.1,54.0,2814,2.05,2.09,3.64,14.0,0.17,4.48,2622.0,10120,9.36,14.51,gm,,,,,,
446,100.0,15634.0,1043.0,201.0,144.0,86,11.0,10.0,199.0,20884.0,1097.0,13177.0,1098.0,410.0,547.0,60.0,345.0,5.22,60,3.77,5.27,0.18,44.0,3534,2.8,1.53,2.62,16.0,0.39,6.68,2950.0,9469,10.25,14.76,gm,,,,,,
447,100.0,4162.0,509.0,84.0,43.0,120,9.0,5.0,73.0,6833.0,793.0,5668.0,1026.0,281.0,462.0,60.0,383.0,4.93,52,2.91,5.68,,70.0,2804,1.55,1.87,3.99,21.0,,5.2,2378.0,8457,9.73,15.47,gm,,,,,,
448,76.0,52195.0,1025.0,548.0,505.0,100,12.0,14.0,551.0,69369.0,1809.0,47517.0,1320.0,413.0,549.0,66.0,376.0,4.36,62,3.99,4.33,0.11,65.0,3525,2.0,1.59,3.63,21.0,0.09,5.73,2690.0,9562,9.13,14.95,gm,,,,,,
449,82.0,2555.0,324.0,28.0,30.0,73,7.0,11.0,28.0,,,3592.0,837.0,316.0,,67.0,445.0,3.47,62,3.72,3.47,0.12,49.0,4819,1.73,2.14,3.96,,,4.33,2301.0,9127,9.29,,gm,,,,,,
450,83.0,3062.0,773.0,34.0,17.0,67,8.0,4.0,35.0,,,3101.0,1043.0,494.0,,68.0,500.0,5.64,63,2.74,5.48,0.48,64.0,3915,2.26,1.68,3.87,,0.32,6.61,2834.0,10632,11.13,,gm,,,,,,
451,85.0,9870.0,981.0,105.0,56.0,76,12.0,6.0,103.0,,,11528.0,1354.0,478.0,,70.0,558.0,4.99,65,2.71,5.09,0.15,64.0,5322,1.65,1.98,4.7,,0.15,5.72,2995.0,9373,11.33,,gm,,,,,,
452,84.0,6929.0,1389.0,73.0,55.0,68,10.0,10.0,64.0,,,5957.0,764.0,523.0,,71.0,449.0,4.83,60,4.15,5.51,,39.0,4375,1.96,2.26,2.87,,0.23,4.6,2818.0,9575,10.41,,gm,,,,,,
453,68.0,1382.0,588.0,24.0,13.0,71,11.0,8.0,16.0,,,1690.0,607.0,345.0,,54.0,422.0,3.99,57,3.24,5.99,0.25,73.0,3714,2.25,1.92,3.74,,0.5,6.24,2666.0,9311,11.98,,gm,,,,,,
454,78.0,35534.0,1079.0,404.0,390.0,87,13.0,14.0,506.0,55237.0,1612.0,44180.0,1376.0,331.0,514.0,67.0,411.0,4.71,61,3.63,3.76,0.15,69.0,2896,2.68,1.78,3.75,18.0,0.21,5.55,2334.0,9202,9.85,15.03,gm,,,,,,
455,73.0,3905.0,1237.0,40.0,26.0,68,13.0,6.0,46.0,,,3577.0,1045.0,492.0,,62.0,450.0,5.79,51,3.27,5.04,,64.0,5656,1.89,2.17,5.67,,0.25,5.29,3001.0,8824,11.46,,gm,,,,,,
456,68.0,261.0,261.0,2.0,4.0,50,2.0,4.0,5.0,871.0,871.0,233.0,233.0,256.0,853.0,68.0,229.0,4.9,50,3.92,1.96,,25.0,3573,1.96,2.75,6.86,25.0,0.98,3.92,2223.0,9854,10.77,16.65,gm,,,,,,
457,53.0,146.0,96.0,5.0,3.0,51,4.0,2.0,12.0,937.0,517.0,198.0,192.0,108.0,695.0,50.0,147.0,8.9,48,2.22,3.71,,19.0,5159,2.97,2.13,3.71,19.0,,5.93,5084.0,7773,12.6,12.6,gm,,,,,,
458,75.0,1780.0,907.0,45.0,13.0,75,15.0,6.0,27.0,3680.0,1710.0,3142.0,1284.0,434.0,898.0,64.0,767.0,6.59,61,3.17,10.98,,47.0,5118,2.2,2.55,5.37,30.0,0.24,4.88,4214.0,12836,12.45,18.31,gm,,,,,,
459,73.0,15313.0,868.0,178.0,126.0,78,10.0,9.0,177.0,17455.0,1224.0,11235.0,967.0,434.0,495.0,62.0,318.0,5.02,55,3.57,5.04,0.11,64.0,3363,3.23,1.8,3.12,16.0,0.28,5.64,2733.0,8100,10.17,14.59,gm,,,,,,
460,58.0,267.0,267.0,2.0,,47,2.0,,2.0,216.0,216.0,54.0,54.0,382.0,309.0,58.0,76.96,2.86,47,,2.86,,181.0,1490,,1.67,2.86,5.0,,4.29,1483.0,6680,7.15,15.73,gm,,,,,,
461,100.0,47637.0,1273.0,741.0,472.0,71,16.0,18.0,633.0,75186.0,1708.0,86923.0,2606.0,361.0,569.0,61.0,658.0,4.79,54,3.57,5.61,0.05,63.0,2405,1.79,1.58,3.98,17.0,0.11,5.88,2053.0,10619,9.32,16.0,gm,,,,,,
462,77.0,300.0,200.0,5.0,3.0,72,3.0,3.0,3.0,,,665.0,505.0,301.0,,74.0,667.0,3.01,68,3.01,5.02,,15.0,4126,1.0,1.29,3.01,,,7.03,2505.0,13105,9.04,,gm,,,,,,
463,81.0,8886.0,660.0,126.0,94.0,73,11.0,10.0,143.0,13500.0,1115.0,8350.0,685.0,318.0,484.0,60.0,299.0,5.12,54,3.37,4.51,,68.0,3215,2.22,1.69,3.87,25.0,0.18,6.05,2665.0,8474,10.21,15.44,gm,,,,,,
464,65.0,3063.0,644.0,47.0,14.0,55,8.0,3.0,26.0,3821.0,958.0,4031.0,616.0,334.0,417.0,60.0,440.0,2.84,48,1.53,5.13,,61.0,2945,1.42,1.19,1.96,31.0,0.11,5.68,2403.0,9253,6.77,10.26,gm,,,,,,
465,59.0,135.0,135.0,5.0,,47,5.0,,4.0,286.0,286.0,145.0,145.0,203.0,430.0,59.0,219.0,6.01,47,1.5,7.52,,80.0,3080,1.5,1.2,1.5,1.0,,7.52,2037.0,8296,9.02,13.53,gm,,1.0,1.0,,,
466,76.0,1672.0,409.0,20.0,19.0,76,5.0,6.0,20.0,2611.0,870.0,2034.0,695.0,430.0,671.0,65.0,523.0,5.14,60,4.88,5.14,0.51,51.0,3275,2.31,1.38,4.37,29.0,0.26,6.68,2477.0,10641,9.25,14.65,gm,,,,,,
467,100.0,9425.0,658.0,98.0,92.0,80,11.0,7.0,129.0,13129.0,1161.0,12454.0,845.0,321.0,447.0,67.0,424.0,4.39,59,3.13,3.34,0.1,40.0,2723,1.77,1.47,2.52,11.0,0.2,5.65,2028.0,9226,8.31,15.52,gm,,,,,,
468,100.0,1361.0,365.0,19.0,11.0,100,6.0,4.0,24.0,3033.0,910.0,2200.0,672.0,254.0,566.0,60.0,410.0,4.48,59,2.05,3.54,0.19,71.0,3598,2.05,1.14,2.98,14.0,0.37,6.9,2345.0,8664,7.83,14.17,gm,,,,,,
469,79.0,8675.0,1147.0,95.0,90.0,88,8.0,9.0,72.0,11777.0,1006.0,7524.0,771.0,405.0,550.0,65.0,352.0,3.37,54,4.21,4.44,0.09,47.0,3038,1.92,1.24,2.52,13.0,0.14,6.08,2291.0,9549,7.53,14.12,gm,,,,,,
470,100.0,21112.0,1051.0,253.0,220.0,90,12.0,12.0,274.0,31833.0,1184.0,19161.0,836.0,359.0,541.0,61.0,326.0,4.65,56,3.74,4.3,0.12,51.0,3806,2.84,2.16,3.35,13.0,0.2,4.88,2972.0,8869,10.52,14.1,gm,,,,,,
471,89.0,1941.0,917.0,18.0,11.0,56,6.0,5.0,17.0,1384.0,831.0,995.0,560.0,499.0,356.0,62.0,256.0,4.37,46,2.83,4.62,,46.0,2744,1.28,1.22,3.34,8.0,,6.94,2261.0,8175,8.48,15.42,gm,,,,,,
472,65.0,22246.0,1070.0,306.0,269.0,67,13.0,13.0,290.0,,,37248.0,1416.0,332.0,,53.0,555.0,4.32,44,4.01,4.56,0.01,48.0,3619,1.74,1.78,3.5,,0.1,5.17,2417.0,9586,9.2,,gm,,,,,,
473,60.0,4245.0,543.0,111.0,54.0,55,11.0,12.0,87.0,9403.0,1173.0,7796.0,907.0,210.0,466.0,51.0,386.0,4.31,48,2.67,5.5,,54.0,2733,1.54,1.25,3.17,10.0,0.05,6.54,2204.0,8157,8.17,14.26,gm,,,,,,
474,72.0,7247.0,549.0,139.0,66.0,79,13.0,12.0,122.0,10981.0,1168.0,9717.0,847.0,304.0,461.0,59.0,408.0,5.12,53,2.77,5.83,0.08,43.0,3405,1.72,2.12,3.36,12.0,0.08,4.2,2582.0,8767,8.9,14.27,gm,,,,,,
475,49.0,1160.0,762.0,10.0,2.0,61,7.0,,7.0,,,602.0,565.0,653.0,,49.0,339.0,3.94,56,1.13,5.63,,14.0,2805,,0.86,1.69,,,7.88,2175.0,8279,6.75,,gm,,,1.0,,,
476,72.0,3437.0,636.0,57.0,30.0,67,10.0,8.0,44.0,5257.0,1048.0,5502.0,921.0,328.0,502.0,56.0,526.0,4.21,54,2.87,5.45,0.29,129.0,3302,3.25,1.95,4.97,44.0,0.1,5.54,2756.0,9694,10.8,14.05,gm,,,,,,
477,66.0,651.0,651.0,2.0,14.0,56,2.0,14.0,6.0,,,640.0,640.0,456.0,,66.0,448.0,4.2,56,9.8,1.4,,68.0,2682,3.5,2.0,5.6,,,5.6,1704.0,9427,11.2,,gm,,,,,,
478,70.0,12758.0,819.0,229.0,154.0,70,14.0,12.0,311.0,24218.0,1241.0,19180.0,1177.0,263.0,499.0,53.0,395.0,6.4,48,3.17,4.71,0.12,55.0,3931,2.84,2.07,4.67,23.0,0.37,5.54,3171.0,8386,11.47,15.01,gm,,,,,,
479,91.0,3976.0,635.0,43.0,36.0,67,8.0,8.0,58.0,4978.0,850.0,3666.0,592.0,383.0,479.0,64.0,353.0,5.58,52,3.46,4.14,0.19,89.0,2691,2.89,1.62,4.91,47.0,0.1,6.64,2271.0,9285,10.78,15.49,gm,,,,,,
480,79.0,1695.0,655.0,12.0,12.0,63,4.0,3.0,18.0,1946.0,597.0,996.0,261.0,642.0,737.0,60.0,377.0,6.81,56,4.54,4.54,0.38,65.0,3759,4.54,1.95,4.54,9.0,0.76,7.19,3466.0,9667,14.01,17.79,gm,,,,,,
481,77.0,290.0,236.0,7.0,5.0,93,3.0,4.0,9.0,972.0,708.0,781.0,466.0,214.0,718.0,67.0,576.0,6.64,69,3.69,5.16,,23.0,4412,1.48,2.43,1.48,0.0,0.74,5.16,2807.0,9057,12.54,21.4,gm,,,,,,
482,70.0,5312.0,1078.0,57.0,49.0,73,13.0,10.0,55.0,5142.0,774.0,4451.0,883.0,490.0,475.0,66.0,411.0,5.08,56,4.52,5.26,0.28,67.0,3859,2.77,2.21,3.42,7.0,0.18,4.8,2975.0,8834,10.61,16.43,gm,,,,,,
483,73.0,19471.0,935.0,303.0,225.0,75,11.0,12.0,306.0,30393.0,1353.0,27257.0,1117.0,281.0,438.0,61.0,393.0,4.41,57,3.24,4.37,0.09,53.0,2694,1.87,1.4,3.03,10.0,0.2,5.91,2113.0,9090,8.24,14.44,gm,,,,,,
484,56.0,32.0,32.0,6.0,,59,3.0,,3.0,108.0,59.0,408.0,291.0,39.78,133.0,55.0,502.0,3.69,56,1.23,7.39,,128.0,3291,2.46,0.86,4.93,16.0,,8.62,3217.0,7387,7.39,7.39,gm,,1.0,1.0,,,
485,65.0,4691.0,1050.0,42.0,47.0,73,12.0,11.0,32.0,4692.0,786.0,3283.0,500.0,473.0,473.0,58.0,331.0,3.23,58,4.74,4.24,0.3,50.0,2839,2.82,1.31,2.72,16.0,0.4,6.76,2364.0,8699,8.88,13.82,gm,,,,,,
486,78.0,14103.0,845.0,133.0,89.0,88,9.0,5.0,122.0,13436.0,804.0,12923.0,1535.0,425.0,405.0,63.0,390.0,3.68,58,2.68,4.01,0.03,81.0,2750,2.02,1.66,4.82,28.0,0.09,5.58,2340.0,8476,9.29,14.77,gm,,,,,,
